station_number, date, time, air_temperature, quality
53430,1971-03-26,18:00:00,4.6,G
137030,1956-07-14,00:00:00,7.8,G
162980,1994-03-03,06:00:00,-31.8,G
71420,2003-08-05,21:00:00,18.7,G
112080,1994-02-17,09:00:00,-11.8,G
75520,2005-09-27,09:00:00,16.8,G
167980,2002-05-22,15:00:00,16.4,G
144300,1962-08-22,18:00:00,11.7,G
159970,1958-02-10,06:00:00,-29.2,Y
138390,2007-09-06,15:00:00,11.3,G
160960,2001-06-20,12:00:00,21.2,G
64560,1988-07-24,19:00:00,21,Y
96220,1992-03-30,06:00:00,-4.3,G
68550,1973-10-24,18:00:00,5.4,G
92400,1969-01-07,12:00:00,-5.2,G
92100,1979-09-09,06:00:00,12,G
104580,2000-10-18,02:00:00,7.3,Y
86370,1982-05-15,08:00:00,12.1,Y
127130,1990-09-01,01:00:00,12.8,Y
163950,1969-06-23,03:00:00,9,Y
52360,1996-11-11,04:00:00,5.7,Y
132620,1957-11-04,06:00:00,2.5,Y
73480,2004-09-21,07:00:00,9,Y
105220,2016-01-25,02:00:00,-4,G
71190,2015-10-20,20:00:00,10,G
64020,1968-06-08,15:00:00,14,Y
114160,1982-11-01,06:00:00,1.1,G
97530,1998-11-19,15:00:00,-4.9,G
55570,2003-08-30,09:00:00,13.6,G
144310,2015-05-15,03:00:00,0,G
163950,1991-12-21,03:00:00,-0.4,G
82030,2003-06-22,06:00:00,12.8,G
71470,1968-11-01,04:00:00,2.8,Y
63510,2004-02-29,11:00:00,-2.6,Y
74300,2015-05-19,16:00:00,9.7,G
83440,1997-09-19,06:00:00,7.9,G
84050,1999-01-16,16:00:00,5.4,Y
112080,1984-02-19,15:00:00,-5.3,G
134110,1964-07-03,07:00:00,8.8,Y
97200,1965-07-01,03:00:00,9,Y
170930,1996-05-17,20:00:00,0,Y
93220,1973-07-29,17:00:00,23,Y
78390,1962-05-10,06:00:00,7,G
106160,2015-07-31,08:00:00,15,G
108320,2011-09-20,12:00:00,15.1,G
82540,1993-09-01,03:00:00,3.8,G
86420,1997-07-24,08:00:00,23.5,Y
158850,1969-07-28,00:00:00,11.6,G
72090,2015-04-28,16:00:00,9.7,G
62410,1959-12-20,00:00:00,3,G
182930,1978-09-27,18:00:00,3.6,G
138070,2016-06-08,18:00:00,10.8,G
170930,2003-03-25,22:00:00,-0.8,Y
180940,1977-12-29,19:00:00,-12,Y
124300,1999-01-10,15:00:00,-7.8,G
74180,1955-12-06,06:00:00,8.3,Y
62530,2008-12-11,11:00:00,-0.2,Y
191720,2007-02-16,12:00:00,-17,G
183750,2013-11-24,16:00:00,-5.1,G
138070,2016-05-04,19:00:00,8.6,G
74300,2004-09-03,17:00:00,15,Y
102390,1998-06-03,02:00:00,5.1,Y
78290,2011-11-20,10:00:00,5.4,G
83040,2006-08-08,00:00:00,11.8,G
72080,1993-04-23,12:00:00,9.2,G
54400,1973-06-24,21:00:00,15.8,Y
85460,2004-04-06,10:00:00,2.5,Y
183980,1981-08-21,03:00:00,6,G
81350,2008-10-14,16:00:00,12.8,Y
161780,1982-01-04,15:00:00,-17,G
66600,1965-09-08,12:00:00,14.5,G
192830,1997-06-23,21:00:00,12.8,G
62530,2003-03-16,00:00:00,-1,G
96350,1950-02-03,12:00:00,-2.8,Y
93250,2002-07-22,06:00:00,16.6,G
180940,1960-05-12,15:00:00,8,G
85050,2005-07-30,23:00:00,13.8,Y
134460,1980-08-21,03:00:00,8.7,G
84310,1986-01-28,14:00:00,-3.1,Y
113410,1990-05-24,06:00:00,6.4,G
103100,2004-08-13,21:00:00,6.8,G
125450,1975-08-22,00:00:00,8.8,G
132110,2012-01-18,09:00:00,-4.7,G
83340,1987-12-03,12:00:00,0.2,G
84340,2015-05-11,13:00:00,9.8,G
53300,1980-10-02,10:00:00,10.8,Y
78400,1962-01-13,16:00:00,3,Y
104580,2003-06-14,14:00:00,16.5,Y
72090,2007-02-01,19:00:00,-0.5,Y
108110,2010-11-28,06:00:00,-7.9,G
64560,1988-05-15,23:00:00,5.5,Y
113410,1996-02-29,18:00:00,-2.7,G
157870,2004-01-10,17:00:00,-5.1,Y
85240,1963-09-04,10:00:00,18.3,Y
108320,2001-02-03,01:00:00,-10.9,Y
74300,2004-09-21,14:00:00,10.7,Y
122430,2012-10-20,09:00:00,-2.8,G
94190,2014-05-12,15:00:00,7.5,G
148040,1996-08-22,23:00:00,8.2,Y
97530,1977-07-11,22:00:00,14.8,Y
87440,2007-02-27,03:00:00,-0.6,G
83270,1985-07-12,18:00:00,17.6,G
114140,2006-06-18,13:00:00,22.4,Y
63450,1992-01-17,06:00:00,-0.3,G
180760,2003-10-31,04:00:00,-4.8,Y
117430,2008-03-23,04:00:00,-7.8,Y
62550,1987-05-09,18:00:00,10.6,G
98230,2012-11-18,14:00:00,4.7,G
53370,1960-11-26,06:00:00,7.2,Y
83640,1953-01-20,15:00:00,4,Y
53200,1966-08-16,06:00:00,12,G
173960,1967-07-01,09:00:00,12.4,Y
97120,1964-09-25,12:00:00,18,G
145580,1999-06-14,10:00:00,11,Y
122430,2008-12-15,10:00:00,-6.6,Y
157720,1980-09-14,12:00:00,9.4,G
127130,2010-07-18,09:00:00,21.6,G
53300,1978-07-23,16:00:00,17.9,Y
52230,2015-04-15,18:00:00,9.5,G
99450,1979-05-15,12:00:00,10.4,G
75520,2003-01-11,11:00:00,-6.1,Y
97200,1962-09-08,18:00:00,13.2,G
191900,1965-07-18,00:00:00,5.5,G
83320,1966-11-05,12:00:00,7.9,G
160750,2000-04-10,07:00:00,4.8,Y
85240,1949-02-07,03:00:00,-0.6,Y
161710,1989-01-21,04:00:00,-3,Y
145130,2010-02-22,18:00:00,-24.4,G
85280,1998-10-22,06:00:00,8.5,G
151240,1999-04-22,01:00:00,0.6,Y
84310,2010-06-25,20:00:00,14.2,Y
65130,1966-06-08,12:00:00,21.4,G
148300,1977-11-17,12:00:00,-4.2,G
97240,1968-12-20,06:00:00,-3,G
82350,2005-01-08,11:00:00,7.2,Y
169790,2012-12-26,13:00:00,-21,G
134110,1990-09-28,03:00:00,3.5,G
97260,1963-03-14,00:00:00,-12.8,Y
52230,1980-04-24,18:00:00,8.2,G
97510,2005-09-14,17:00:00,16,Y
112530,2000-04-28,04:00:00,0.8,Y
113420,2004-03-19,11:00:00,0.5,Y
81350,1992-10-02,17:00:00,12,Y
112080,1992-04-30,09:00:00,6.1,G
97280,1999-05-30,20:00:00,8.9,Y
94050,2005-02-18,18:00:00,1.1,G
102390,2015-03-29,05:00:00,0.4,G
114140,1999-11-16,12:00:00,-2.7,G
63500,1980-02-11,09:00:00,-0.3,G
73660,1968-03-24,18:00:00,6.8,G
74460,1970-06-01,14:00:00,11,Y
173900,1996-01-30,21:00:00,-8.3,G
84050,2001-11-15,06:00:00,5.1,G
62410,1974-04-05,19:00:00,10,Y
149340,2006-07-24,19:00:00,18.1,Y
112540,2013-08-22,19:00:00,7.6,G
177930,2005-11-28,06:00:00,-8.9,G
77180,1979-02-15,21:00:00,-9.6,G
191910,2011-10-18,16:00:00,4.2,G
63340,1991-02-20,12:00:00,1.2,G
62260,2000-11-18,22:00:00,6.1,Y
151280,2001-07-20,12:00:00,15.7,G
106580,1987-02-15,06:00:00,-17.9,G
94180,1992-10-09,12:00:00,10.9,G
123460,2014-11-20,18:00:00,-1.6,G
161710,2004-07-31,19:00:00,18.9,Y
158850,1979-09-18,18:00:00,6,G
96350,1988-01-22,17:00:00,0.7,Y
74180,2006-05-11,06:00:00,12.5,G
93220,2016-03-18,03:00:00,2.4,G
124300,1996-07-11,04:00:00,9.3,Y
103100,2010-03-06,08:00:00,-20.7,Y
133500,2015-01-11,01:00:00,-13.7,G
78400,1998-10-13,16:00:00,9.6,Y
161890,1968-03-13,09:00:00,-7.6,Y
150640,1956-05-31,07:00:00,7.8,Y
132180,1981-04-27,21:00:00,-5.4,G
182930,1973-06-21,06:00:00,16.2,G
171920,1966-01-18,03:00:00,-17.8,Y
71190,2000-12-23,20:00:00,-0.1,Y
113410,1989-04-05,15:00:00,5,G
81050,2002-02-20,01:00:00,-0.3,Y
71420,2005-07-26,02:00:00,14.9,Y
52230,1990-03-20,12:00:00,8,G
84310,1970-06-09,15:00:00,23,Y
83190,1996-09-28,00:00:00,9.3,G
162880,1988-06-08,18:00:00,11.5,G
106160,1999-07-12,19:00:00,24.5,Y
78040,1981-11-14,03:00:00,3,Y
74460,1970-04-02,02:00:00,-5,Y
85460,1998-10-18,03:00:00,6.8,G
171790,2001-10-08,09:00:00,8.5,G
138390,1999-11-20,05:00:00,-10.8,Y
117160,2005-08-21,11:00:00,18.7,Y
96040,2005-04-11,19:00:00,11.3,Y
83190,2009-09-16,15:00:00,15.7,G
105280,1989-03-08,14:00:00,1.7,Y
66400,2003-10-17,20:00:00,7,Y
160890,1974-04-12,03:00:00,-3.6,G
166810,2003-01-17,12:00:00,-7.9,G
125020,1980-04-22,09:00:00,6,G
151240,2007-03-23,09:00:00,5.3,G
65160,1973-11-16,16:00:00,0.4,Y
77180,1982-06-12,00:00:00,10.4,G
74460,2012-11-12,00:00:00,5.4,G
127310,1977-12-12,11:00:00,0,Y
124020,2008-09-21,06:00:00,-1.6,G
108320,1996-06-21,17:00:00,10.9,Y
132170,2009-12-07,22:00:00,1.6,Y
74530,1974-02-24,12:00:00,3.3,G
98040,2002-01-28,05:00:00,-5,Y
78140,2011-02-12,06:00:00,-4.9,G
171790,2001-01-16,20:00:00,-3.2,Y
71190,2015-04-19,13:00:00,8.2,G
55570,1951-03-25,12:00:00,2.8,Y
162880,1963-02-22,18:00:00,-9.2,G
126300,1988-12-12,00:00:00,-15.6,G
53300,2013-12-12,09:00:00,1.9,G
71360,1987-10-06,19:00:00,12.3,Y
180760,2010-09-04,16:00:00,12,G
53180,1996-10-03,15:00:00,12.1,G
96040,2004-01-09,15:00:00,0.5,G
96350,1982-04-07,15:00:00,10.3,G
138240,1963-11-07,06:00:00,5,Y
192830,1955-05-20,12:00:00,4.2,Y
74420,2002-05-03,18:00:00,10.2,G
71380,1979-09-03,18:00:00,15.9,G
170930,1996-10-16,15:00:00,-0.7,G
71380,1981-06-26,12:00:00,15.1,G
140480,1975-11-17,21:00:00,3.2,G
167710,1980-02-24,18:00:00,-3.4,G
132620,1954-08-21,12:00:00,16.4,Y
97490,1987-07-05,18:00:00,20.5,G
191910,2008-04-25,16:00:00,-1.1,Y
172680,1961-12-24,18:00:00,-15.8,G
63590,2012-09-30,13:00:00,12.9,G
140460,2011-05-14,21:00:00,5.8,G
68550,2008-12-26,09:00:00,1.6,G
55570,2009-05-29,01:00:00,9.3,Y
106570,2007-12-18,13:00:00,-4.6,Y
133570,1985-07-09,03:00:00,9.3,G
66410,1968-07-19,06:00:00,13.4,G
108320,1999-02-11,16:00:00,-11,Y
192830,1997-12-09,21:00:00,-1.8,G
166940,1999-04-05,11:00:00,0.8,Y
123060,2006-11-11,16:00:00,-2.6,Y
162860,1967-06-30,09:00:00,14.4,Y
77180,1978-09-18,15:00:00,13,G
72300,1971-04-23,18:00:00,9,G
138070,2002-03-04,09:00:00,0.3,G
63220,1968-04-23,18:00:00,17.6,G
123060,2013-09-10,07:00:00,8.1,G
53260,1981-11-30,12:00:00,2.3,G
154730,2003-03-06,13:00:00,-5.8,Y
84390,1973-10-18,09:00:00,1.5,G
84310,1982-02-23,23:00:00,-7.6,Y
66410,1971-10-24,23:00:00,10.6,Y
97200,1956-12-03,14:00:00,1,Y
72420,1990-03-24,08:00:00,7.5,Y
99330,1990-08-04,17:00:00,18.8,Y
53300,1975-06-20,01:00:00,10,Y
96220,1991-12-09,09:00:00,-2.1,G
85240,2015-08-28,09:00:00,17.5,G
191720,2004-06-26,18:00:00,15.5,G
126440,2014-01-23,00:00:00,-8.2,G
132170,2014-05-20,22:00:00,5.2,G
78400,1983-06-25,11:00:00,16,Y
53180,2001-01-18,08:00:00,0.2,Y
99450,1999-01-22,01:00:00,3.7,Y
62040,2009-10-18,00:00:00,4.3,G
167980,1989-09-29,00:00:00,-4,G
73090,1992-12-25,12:00:00,-3,G
53250,1971-09-17,12:00:00,15.2,G
52350,2002-02-12,19:00:00,5.4,Y
140360,1976-04-10,15:00:00,1.2,G
86420,2000-08-11,04:00:00,13.6,Y
97260,1972-06-28,21:00:00,22.5,Y
53470,1964-08-28,18:00:00,26,G
181970,2008-06-24,06:00:00,10.3,G
85210,2000-04-05,06:00:00,-0.8,G
97120,1969-06-26,12:00:00,21.6,G
103420,2010-10-27,05:00:00,-1.1,G
62180,1990-03-15,22:00:00,6.1,Y
72090,2001-10-06,10:00:00,13.4,Y
97530,1972-10-09,12:00:00,14.4,G
83040,2014-11-05,10:00:00,5.5,G
65640,1964-06-07,12:00:00,21.2,G
162860,1964-03-24,05:00:00,-14.8,Y
94190,2008-05-19,21:00:00,5.1,G
108320,2007-09-10,14:00:00,11.7,Y
55570,2001-07-25,05:00:00,18.9,Y
104300,1980-09-08,00:00:00,12.7,G
148050,1972-10-01,00:00:00,-2,G
145580,2013-05-29,08:00:00,17.2,G
86370,1966-11-19,12:00:00,0.2,Y
96350,1965-08-04,22:00:00,12.8,Y
106580,1968-01-27,18:00:00,-7.4,G
87450,1975-07-25,09:00:00,15,G
107420,2000-10-23,00:00:00,-0.2,G
53300,2010-07-16,20:00:00,21.1,Y
93580,1968-11-08,12:00:00,-3,G
77220,1981-05-10,21:00:00,9.2,G
91370,1986-07-24,12:00:00,17.6,G
65160,1995-01-27,21:00:00,0.7,G
72080,1967-02-10,18:00:00,1,G
92130,1999-11-11,23:00:00,4.1,Y
71380,2010-07-07,01:00:00,15.1,Y
81350,2008-05-25,21:00:00,14.7,G
177930,1999-08-29,01:00:00,8.8,Y
74530,1962-11-12,12:00:00,1.5,G
63160,2013-03-30,11:00:00,1.9,G
63340,1999-10-16,06:00:00,0.4,G
94390,2002-07-11,00:00:00,19.7,G
71470,1977-03-12,22:00:00,4,Y
155960,2014-08-03,09:00:00,18.9,G
84060,1983-01-16,12:00:00,-2.9,G
108300,1969-02-22,06:00:00,-6.8,G
64020,2013-04-27,19:00:00,4.3,G
132180,2001-12-28,12:00:00,-22.8,G
99280,2015-08-06,10:00:00,19.3,G
103090,1976-03-06,03:00:00,-14.8,G
124020,1978-04-06,18:00:00,4.2,G
117160,1978-11-12,19:00:00,3,Y
103090,1999-07-03,06:00:00,12,G
145260,1977-12-09,06:00:00,-2.8,G
83040,2002-12-29,19:00:00,-7.3,Y
72420,1977-11-10,14:00:00,7.9,Y
87440,2013-03-13,16:00:00,-3.9,G
160970,2013-07-13,16:00:00,19.6,G
104120,1967-08-02,06:00:00,13.7,G
158750,2014-07-10,06:00:00,18.1,G
113410,1952-06-28,12:00:00,19.7,Y
86420,2004-03-07,03:00:00,-4.7,G
62250,2015-03-14,23:00:00,2.3,G
83620,1961-06-29,06:00:00,12.4,G
62250,1996-12-18,03:00:00,0.4,G
117160,2010-02-01,14:00:00,-10.7,Y
112540,2002-05-08,23:00:00,2.9,Y
62040,2010-09-10,16:00:00,13.8,G
162980,1989-11-28,18:00:00,-14.8,G
93220,2003-09-23,09:00:00,8.8,G
54230,1994-11-14,18:00:00,10.7,G
99450,2012-12-17,08:00:00,0.7,G
137080,1971-05-30,12:00:00,24,G
132590,1985-11-28,09:00:00,-20.5,G
82090,2000-11-25,08:00:00,7.1,Y
126440,1998-11-08,23:00:00,-7.1,Y
86370,1984-09-08,16:00:00,15.2,Y
53530,2009-12-31,12:00:00,-5.7,G
94390,2001-03-30,04:00:00,0.4,Y
85050,2010-10-28,16:00:00,8.1,G
96350,1972-06-20,07:00:00,13.2,Y
65160,1981-08-21,03:00:00,13.1,G
66410,1954-12-13,00:00:00,4,G
151240,2006-08-17,07:00:00,15.6,Y
150640,1963-11-19,06:00:00,-5.2,Y
117160,1988-04-18,09:00:00,2.9,G
53260,1962-12-05,21:00:00,1,Y
134110,1972-01-20,02:00:00,-9.2,Y
116500,1967-01-28,06:00:00,-15.3,G
99330,1990-11-14,13:00:00,3.8,Y
134150,1991-02-17,12:00:00,-5.7,G
72090,2000-05-08,23:00:00,8.9,Y
106160,1999-10-06,13:00:00,10.4,Y
64020,2010-11-17,18:00:00,4,G
97260,1956-09-05,19:00:00,9.2,Y
166940,2009-10-02,03:00:00,1,G
159880,2003-03-27,01:00:00,4,Y
64560,1995-04-09,14:00:00,3.2,Y
108320,1998-05-01,17:00:00,4.2,Y
65160,1964-01-21,05:00:00,1,Y
63510,2001-04-23,17:00:00,6.8,Y
87440,1998-06-13,22:00:00,12.3,Y
167980,1982-08-31,12:00:00,14.4,G
96190,2002-01-24,00:00:00,-6.9,G
106100,1990-02-07,03:00:00,0.5,G
87360,2005-12-07,21:00:00,5.6,G
171790,1999-02-28,00:00:00,-6.9,G
122430,2013-07-03,15:00:00,13.1,G
178970,2012-04-11,18:00:00,-0.6,G
138240,2009-11-01,23:00:00,1.5,Y
71470,1981-10-14,01:00:00,4.6,Y
81060,1956-02-19,06:00:00,-8.8,Y
116490,2008-02-27,14:00:00,1.2,Y
127140,1980-09-28,12:00:00,12.5,G
192710,1972-12-10,12:00:00,-15.4,G
98460,1971-06-16,15:00:00,11,Y
82090,2000-01-24,04:00:00,-12.6,Y
161710,2002-09-16,03:00:00,8.5,G
77180,1989-02-04,00:00:00,3.6,G
97510,2016-01-07,15:00:00,-14.7,G
72090,2011-11-21,19:00:00,3.9,G
128390,2000-06-02,18:00:00,6.6,G
65160,1997-09-03,04:00:00,18.6,Y
81220,1980-04-08,06:00:00,1.1,G
97110,1968-06-15,00:00:00,10.2,G
104120,1970-10-21,06:00:00,5.1,G
53180,2001-11-27,07:00:00,1.3,Y
125440,2011-08-29,07:00:00,11.3,G
92170,1978-07-16,00:00:00,5.3,G
83090,1969-01-19,06:00:00,-1.8,G
66120,1983-04-15,15:00:00,5.6,G
68550,2011-09-05,18:00:00,16.6,G
84580,1963-11-02,12:00:00,6,G
65020,1973-05-19,12:00:00,8.2,G
139260,1995-03-30,06:00:00,-6.8,G
104580,2000-03-26,12:00:00,0.5,G
64560,1989-05-07,05:00:00,5.1,Y
163950,1958-08-15,18:00:00,18.4,Y
62040,2006-02-20,07:00:00,0.8,Y
170860,2005-04-24,12:00:00,6.4,G
147560,2013-05-01,20:00:00,-0.9,G
64020,2011-11-11,15:00:00,4.9,G
77210,2009-08-16,03:00:00,17.6,G
71470,1970-10-14,20:00:00,8.8,Y
81050,2008-06-12,01:00:00,12.9,Y
94390,2001-01-25,03:00:00,3.5,G
146050,2016-05-15,13:00:00,10.1,G
73090,1972-12-20,12:00:00,2.6,G
170930,1998-09-22,20:00:00,4.9,Y
171790,2011-12-12,11:00:00,-21.6,G
140460,2013-08-13,19:00:00,14.1,G
72450,1982-01-24,18:00:00,-0.8,G
86370,1964-12-06,07:00:00,-3.5,Y
159970,1964-07-02,06:00:00,10.8,G
97260,1959-11-05,10:00:00,4.1,Y
160740,1995-10-20,06:00:00,-1.3,G
172770,1998-08-24,13:00:00,11.4,Y
133180,2009-12-01,04:00:00,-6.1,Y
82260,1974-08-31,13:00:00,18,Y
52350,2005-12-27,04:00:00,-0.1,Y
75040,1979-03-30,06:00:00,0.4,G
166910,2012-11-12,11:00:00,-1.3,G
98230,1997-12-16,21:00:00,-0.5,G
180770,1997-11-16,06:00:00,-11.8,G
97530,1964-08-24,20:00:00,11.8,Y
74180,1992-05-30,21:00:00,16.2,G
83040,2001-10-04,07:00:00,10.6,Y
74460,2013-07-27,20:00:00,18.7,G
75250,2015-02-11,02:00:00,-4,G
138240,2015-05-10,16:00:00,4.9,G
160790,1958-01-11,18:00:00,-18.2,Y
102390,2003-07-22,20:00:00,15.5,Y
163900,1997-02-18,10:00:00,-8.1,Y
72160,1984-08-19,03:00:00,15.4,Y
78400,1977-03-06,08:00:00,0,Y
128390,2011-08-20,08:00:00,17.1,G
66120,1979-05-20,00:00:00,7.7,G
160750,1998-10-03,17:00:00,6,Y
158740,2008-11-10,12:00:00,2.2,G
117440,1966-03-26,12:00:00,-5.2,G
74460,1972-06-15,11:00:00,16,Y
96040,2002-07-13,16:00:00,21.8,Y
65160,1970-06-14,16:00:00,18,Y
138070,2009-10-26,15:00:00,3.9,G
73480,1997-03-02,10:00:00,6,Y
85040,1987-06-14,12:00:00,13.4,G
169880,1996-01-18,21:00:00,-21.5,G
158740,2009-08-25,22:00:00,13.8,Y
63160,2014-06-24,06:00:00,10.6,G
92130,2014-01-30,01:00:00,-5.8,G
161910,2015-07-27,17:00:00,15.7,G
82090,2014-02-02,07:00:00,2.9,G
107440,1996-03-18,22:00:00,-6,Y
96040,2002-03-16,14:00:00,4.7,Y
53300,2012-03-24,19:00:00,3,G
73470,2008-12-24,06:00:00,0.4,G
182810,1996-05-19,04:00:00,-1.3,Y
92130,2007-03-20,10:00:00,3.5,Y
78400,2012-01-10,08:00:00,0.2,G
145260,1980-10-27,15:00:00,-6.4,G
82360,2000-05-13,00:00:00,8.3,G
98160,1991-10-17,14:00:00,10.6,Y
180940,2015-01-13,14:00:00,-21.6,G
158740,2007-07-29,13:00:00,13.6,Y
66420,2013-06-17,01:00:00,11.6,G
140360,1995-08-07,06:00:00,11.3,G
127130,1994-10-20,05:00:00,1.4,Y
81350,2012-12-29,10:00:00,3.4,G
169790,2010-06-15,22:00:00,3.6,Y
124300,2014-04-20,14:00:00,8,G
82490,1959-07-16,09:00:00,20.2,Y
192830,1992-06-24,18:00:00,13.6,G
83640,1961-09-11,18:00:00,14,Y
171790,1995-11-25,18:00:00,-18.1,G
74460,2001-12-03,17:00:00,0.3,Y
124020,1974-12-21,06:00:00,-6.4,G
64560,1995-05-21,05:00:00,5.4,Y
189720,2000-04-11,22:00:00,-4.2,Y
107130,1997-05-01,09:00:00,9.6,G
156790,1998-08-12,12:00:00,10.6,G
83170,1973-05-12,03:00:00,2,G
97110,1976-05-11,04:00:00,6,Y
134410,2002-02-04,11:00:00,1.5,Y
122260,2002-06-02,15:00:00,18.6,G
65160,2013-09-21,13:00:00,15.9,G
78040,1986-02-15,18:00:00,-3.1,Y
171790,1999-07-06,21:00:00,12.8,G
112540,1997-06-13,01:00:00,13,Y
95350,1971-01-13,12:00:00,-3,G
138240,1972-07-17,11:00:00,24,Y
145580,1998-11-20,00:00:00,-11.3,G
54330,1967-04-14,12:00:00,6.1,G
78390,1974-04-28,12:00:00,12.2,G
162860,1995-02-26,00:00:00,-11.6,G
82540,1974-05-13,03:00:00,6.2,G
65160,1980-06-25,06:00:00,14.4,G
72090,2011-03-03,20:00:00,-1.3,G
105280,1996-09-08,18:00:00,10.7,G
180940,1982-07-30,16:00:00,19.8,Y
85240,1972-10-28,10:00:00,7,Y
103100,2011-09-03,10:00:00,14.4,G
74300,2008-10-12,07:00:00,8.2,Y
128390,1998-04-22,11:00:00,3.5,Y
134410,2001-10-29,07:00:00,-1.4,Y
160790,1976-10-17,09:00:00,0.4,G
162860,1964-09-25,16:00:00,7.6,Y
140480,1967-10-29,20:00:00,8,Y
108100,1973-01-13,03:00:00,-2.1,G
84520,2012-11-07,22:00:00,2.7,G
180940,2012-04-12,21:00:00,-5.5,G
99090,1992-02-03,18:00:00,1.7,G
62190,1989-02-18,18:00:00,3,G
149340,2003-09-07,23:00:00,10.1,Y
83420,2014-06-08,04:00:00,13.4,G
82030,1994-09-30,06:00:00,0.6,G
96560,1998-11-24,04:00:00,-3.7,Y
82360,2014-07-18,23:00:00,13.7,G
117160,1957-07-13,16:00:00,14,Y
97210,1967-02-18,06:00:00,-1.4,G
134110,1956-02-26,06:00:00,-6.2,Y
104580,2013-01-31,08:00:00,1.3,G
157870,2001-05-17,17:00:00,9.9,Y
133470,1998-06-14,06:00:00,4.2,G
104580,2013-06-12,22:00:00,12.5,G
52360,1995-03-15,21:00:00,2.1,G
171810,1975-08-27,12:00:00,8.2,G
97270,1989-12-11,12:00:00,-2.9,G
83340,1978-08-23,12:00:00,18.7,G
64290,1993-06-05,18:00:00,18.3,G
171790,2010-10-29,14:00:00,-1.4,G
191900,1973-10-31,00:00:00,-10.8,G
179950,1986-02-16,00:00:00,-0.2,G
64510,2009-10-17,20:00:00,3.9,Y
83050,2002-07-22,12:00:00,18.6,G
127310,1963-01-25,18:00:00,0.2,Y
63220,1966-04-10,15:00:00,0.6,Y
105260,2004-07-13,07:00:00,13.7,Y
180770,2000-10-11,06:00:00,2.7,G
156790,1984-02-17,18:00:00,-12.9,G
103420,2014-05-31,10:00:00,14.2,G
85050,2009-10-31,10:00:00,3.6,Y
66410,1979-05-10,14:00:00,13.6,Y
85390,2014-07-07,14:00:00,28.8,G
63600,1986-03-19,09:00:00,4.1,G
72340,1983-02-08,12:00:00,-4.3,G
87450,1973-03-19,09:00:00,1,G
97190,1978-04-15,12:00:00,9,G
124300,2014-06-13,22:00:00,3.9,G
134110,1975-07-30,09:00:00,18.6,G
188820,1975-06-25,18:00:00,2.6,G
81340,1980-10-24,15:00:00,5.2,G
85240,1963-01-05,03:00:00,-4.5,Y
94580,1986-06-15,03:00:00,8.5,G
98160,1980-12-10,15:00:00,-0.6,Y
143440,1995-03-25,06:00:00,-5,G
81350,2012-09-09,13:00:00,14.9,G
148040,2011-05-20,00:00:00,5.1,G
81130,1988-10-08,03:00:00,8.1,G
97100,2004-05-31,08:00:00,14.6,Y
155910,1969-01-01,18:00:00,-27.4,G
139260,2011-07-16,00:00:00,13.9,G
62180,1980-10-05,10:00:00,11.9,Y
133500,2012-07-01,22:00:00,8.5,G
105220,2002-06-24,16:00:00,14.4,Y
157930,1975-07-19,12:00:00,15.1,G
132180,2003-10-08,09:00:00,3.6,G
151280,2000-01-15,01:00:00,-1.1,Y
78400,1962-11-28,19:00:00,3,Y
139260,1997-09-19,23:00:00,6,Y
138400,1998-01-31,18:00:00,-21.5,G
71420,2008-05-14,07:00:00,13.9,Y
113070,2010-08-28,08:00:00,6.8,G
54300,1968-09-10,06:00:00,15.8,G
85050,2013-09-14,19:00:00,14.4,G
85240,1962-05-23,13:00:00,11,Y
96190,2012-09-29,15:00:00,10.7,G
113110,1996-02-17,10:00:00,-15.7,Y
74300,2015-10-01,20:00:00,9.6,G
180750,1968-01-05,12:00:00,-29.4,G
188820,2012-01-18,18:00:00,-6.3,G
149540,1985-12-07,12:00:00,-23.2,G
85240,2011-07-18,10:00:00,17,G
99270,1974-03-30,06:00:00,1.1,G
147420,2001-12-28,23:00:00,-20.1,Y
83050,1979-05-16,06:00:00,11.8,G
82230,1984-07-10,12:00:00,24.8,G
75520,2010-03-19,02:00:00,4.8,Y
72120,1981-06-01,06:00:00,15.2,G
71420,1994-02-26,15:00:00,-2.1,G
85410,1992-01-21,06:00:00,-1,G
161910,2012-10-02,06:00:00,7.3,G
92410,2014-06-28,15:00:00,11.2,G
133500,2012-11-09,04:00:00,-7.6,G
66410,1989-10-12,00:00:00,2.4,G
127310,1980-12-29,03:00:00,-1.3,G
134410,2010-09-04,04:00:00,-0.2,G
158740,2000-10-28,12:00:00,-3.3,G
92410,2011-09-22,04:00:00,10.6,G
188800,1968-01-11,06:00:00,-12.2,G
53180,2003-04-17,00:00:00,3.7,G
140360,1965-12-28,03:00:00,-7,Y
96310,1983-03-31,06:00:00,2,G
91130,1970-02-21,18:00:00,-4.8,G
151380,1965-10-21,15:00:00,11,Y
93220,1980-05-22,13:00:00,11.3,Y
136420,1981-02-19,12:00:00,-5.6,G
97110,1965-03-15,09:00:00,-0.4,Y
85450,1972-12-27,12:00:00,1,G
102390,2015-06-09,20:00:00,14.7,G
157860,2009-03-13,18:00:00,-2.6,G
63160,2011-01-20,02:00:00,-2.7,G
105070,2001-09-06,12:00:00,14.8,G
181890,1962-06-26,12:00:00,16.2,G
85270,2010-11-23,18:00:00,-3.7,G
