"","AT","AP","AH","AFDP","GTEP","TIT","TAT","TEY","CDP","CO","NOX"
"16625",18.697,997.91,75.084,4.0929,30.723,1099.8,537.86,151.51,13.388,1.1971,81.27
"16626",19.35,997.57,71.97,4.0295,30.203,1100,539.63,150.13,13.284,1.1969,82.711
"16627",19.497,997.54,72.014,3.3457,24.843,1086.5,550.1,132.85,11.916,1.7706,79.575
"16628",19.246,997.47,75.489,3.3421,24.923,1087.1,550.28,133.36,11.898,1.5491,77.877
"16629",17.896,997.3,82.264,3.2914,24.796,1086.5,549.8,133.69,11.842,1.5563,76.98
"16630",16.387,997.27,87.979,3.2567,24.537,1085.3,550.32,133.25,11.878,1.7585,75.664
"16631",16.223,997.6,88.807,3.317,24.747,1086.2,549.88,133.81,11.886,1.8051,76.737
"16632",15.98,997.97,88.947,3.2791,24.549,1085.5,549.94,133.34,11.902,1.7229,75.104
"16633",15.567,998.06,92.859,3.2909,24.753,1086.6,549.98,134.24,11.972,1.7394,76.074
"16634",15.808,998.18,93.879,3.2617,24.52,1084.9,549.83,132.66,11.908,2.0172,74.708
"16635",15.879,998.23,92.905,3.2833,24.912,1086.8,549.66,134.15,11.986,1.8126,75.641
"16636",15.851,998.14,92.836,3.1419,23.664,1079.5,549.61,128.67,11.596,2.5945,74.763
"16637",15.748,998.09,91.618,2.6346,19.829,1056,550.08,111.12,10.418,4.8951,70.602
"16638",15.412,997.93,91.797,2.6177,19.783,1055.6,549.99,111.18,10.487,5.3236,72.235
"16639",15.482,997.69,92.358,2.5944,19.695,1055,550.02,110.62,10.386,5.3623,71.344
"16640",15.464,997.71,92.267,2.5875,19.55,1054.3,549.97,110.12,10.446,5.3163,73.059
"16641",15.217,998.2,93.705,2.5838,19.545,1054.3,550,110.07,10.383,5.3046,72.761
"16642",15.39,998.68,93.512,2.623,19.708,1055.4,549.99,110.83,10.364,5.1412,72.432
"16643",15.384,999.06,93.612,2.6245,19.757,1055.4,549.96,110.88,10.384,5.1884,73.511
"16644",15.295,999.41,94.446,2.9729,22.608,1072.3,549.99,123.66,11.212,3.4155,76.788
"16645",16.049,999.47,92.083,3.2967,25.044,1087.1,550.1,134.08,11.89,1.3188,79.521
"16646",17.108,999.08,82.211,3.3772,24.938,1087.2,550.05,133.74,11.907,2.1139,84.045
"16647",18.143,998.68,72.374,3.389,25.021,1087.5,550.06,133.62,12.032,2.2114,88.053
"16648",18.617,998.43,69.293,3.3946,25.147,1088.1,550.08,134.23,12.051,2.6156,88.435
"16649",18.431,997.57,67.367,3.3307,24.99,1087,549.99,133.46,11.995,1.7843,80.835
"16650",18.627,996.72,67.05,3.3083,24.78,1085.7,549.89,132.21,11.967,1.6202,78.769
"16651",19.235,996.46,67.007,3.3401,25.176,1087.3,549.95,133.67,11.984,1.5334,79.939
"16652",19.181,996.36,64.013,3.338,25.179,1087.3,550.07,133.52,11.9,1.5854,82.026
"16653",18.268,996.35,69.04,3.2626,24.954,1086.3,550.03,133.39,11.862,1.646,80.026
"16654",17.136,996.74,66.879,3.1669,24.193,1082.6,550.07,130.66,11.705,1.8385,78.466
"16655",16.491,997.18,71.165,3.2919,25.079,1088.2,549.97,135.54,11.974,1.7494,81.793
"16656",15.478,997.57,75.802,3.2366,24.327,1084.3,549.87,132.52,11.85,1.9027,77.734
"16657",14.581,998.21,80.863,3.1098,23.459,1079.6,549.91,129.18,11.574,2.2549,76.355
"16658",14.368,998.73,83.709,3.2947,24.658,1086,549.92,134.03,11.916,1.745,81.305
"16659",14.793,999.15,82.051,3.3202,24.698,1086.2,550.04,134.09,11.947,1.7669,79.923
"16660",14.468,999.44,84.342,3.2722,24.632,1086.3,549.8,134.19,11.955,1.7911,80.125
"16661",14.129,999.86,86.076,2.8133,21.059,1064.8,549.98,118.16,10.824,4.123,78.805
"16662",14.357,999.87,79.717,2.6168,19.082,1052.5,549.94,108.67,10.276,5.6884,79.512
"16663",14.404,1000.3,78.894,2.5846,19.049,1052.7,549.94,108.93,10.256,5.5247,78.193
"16664",13.95,1000.7,82.286,2.559,18.887,1051.9,549.94,108.41,10.317,5.6813,78.322
"16665",12.749,1001.2,87.951,2.5453,18.883,1051.7,549.62,108.89,10.369,6.2684,84.052
"16666",12.941,1001.5,92.123,2.6002,19.224,1054,549.98,110.13,10.312,5.8774,74.27
"16667",13.679,1002,90.448,2.6157,19.643,1055.3,549.61,111.29,10.511,5.6368,81.341
"16668",14.815,1002.5,83.067,3.3268,24.804,1087.3,550.12,134.52,11.863,3.1846,89.957
"16669",15.838,1002.9,79.264,3.3557,24.769,1087,550.16,134.02,11.914,2.9469,90.132
"16670",16.551,1002.8,74.801,3.3708,24.652,1086.4,550.27,133.29,11.886,1.9791,84.044
"16671",17.285,1002.8,70.673,3.39,24.876,1087.5,549.61,133.75,11.863,2.0712,86.712
"16672",18.262,1002.8,65.535,3.415,25.048,1088.2,549.81,134.06,11.908,2.4117,88.624
"16673",19.225,1002.6,60.217,3.3807,24.888,1087.1,550.25,132.76,11.975,1.8326,80.234
"16674",19.913,1002.3,57.384,3.3883,25.106,1088.1,550.06,133.56,11.972,1.6199,79.957
"16675",19.397,1002.2,59.723,3.3427,24.736,1086.6,550.1,132.79,11.873,1.7124,77.296
"16676",18.73,1002,65.919,3.3236,24.812,1087.1,550.14,133.44,11.868,1.6071,78.683
"16677",17.552,1002,71.96,3.2809,24.618,1086.5,550.04,133.41,11.825,1.7067,78.668
"16678",16.826,1002.5,72.51,3.2524,24.235,1084.7,550.04,132.19,11.835,1.9676,77.732
"16679",15.669,1003.2,79.205,2.8943,21.938,1070.3,549.98,121.92,11.109,3.3558,75.751
"16680",15.519,1003.6,80.489,2.5647,19.093,1052.1,549.74,108.3,10.247,5.7448,74.818
"16681",15.867,1003.8,78.389,2.5421,19.113,1052,549.57,108.28,10.347,5.8278,74.409
"16682",15.842,1003.8,76.367,2.5935,19.344,1053.6,549.64,109.35,10.362,5.6256,74.734
"16683",14.773,1003.6,80.122,2.5185,18.971,1050.7,549.07,108.15,10.291,6.8958,80.824
"16684",14.424,1003.4,87.108,2.5685,19.083,1052.4,549.93,108.42,10.298,6.0332,75.255
"16685",15.402,1003.1,84.824,2.6116,19.031,1052.7,549.73,108.68,10.389,6.339,77.463
"16686",15.548,1002.7,84.907,2.6238,19.082,1053.5,550.05,109.15,10.35,5.5188,73.907
"16687",15.657,1002.3,83.994,2.6239,18.915,1051.2,549.36,107.82,10.359,6.4071,78.297
"16688",15.715,1002.1,83.271,2.6321,18.944,1052.4,549.97,108.22,10.298,5.5763,75.596
"16689",15.691,1001.8,84.095,2.6334,19.19,1053.9,549.91,109.42,10.409,5.229,73.402
"16690",15.841,1001.5,84.122,2.6238,19.156,1053.6,549.99,109.13,10.32,5.1652,72.889
"16691",16.095,1001.3,83.11,2.7431,20.139,1059.2,550.14,113.32,10.571,4.933,75.222
"16692",16.361,1001.5,80.723,3.3226,24.549,1086,549.75,133.2,11.799,1.8564,79.994
"16693",16.641,1001.4,77.71,3.3741,24.842,1087.9,550.2,134.79,11.986,1.886,82.415
"16694",16.95,1000.8,75.945,3.4113,25.212,1087.3,548.38,135.15,12.098,1.7126,79.152
"16695",17.407,1000.1,75.119,4.1144,31.08,1100,536.36,153.34,13.445,1.0833,80.608
"16696",18.091,999.52,71.286,3.6296,27.086,1091.2,545,140.19,12.522,1.3912,82.318
"16697",18.757,998.25,65.552,3.3223,24.702,1086.1,550.01,132.74,11.935,1.7,80.223
"16698",17.962,996.83,72.604,3.3272,25.482,1089.4,550.21,135.94,12.017,1.6899,81.496
"16699",17.178,995.33,75.503,3.4384,26.408,1089.2,546.86,137.98,12.309,1.7515,79.327
"16700",17.334,994.14,72.379,4.1019,31.814,1100.1,535.1,154.28,13.56,1.3168,79.116
"16701",17.306,993.09,73.69,4.1027,31.781,1099.9,535.36,154.29,13.597,1.123,77.322
"16702",17.922,992.69,70.621,3.5692,27.592,1093.6,545.9,142.03,12.523,1.3489,81.548
"16703",18.091,992.02,70.95,3.2533,24.977,1085.4,550.08,133.08,11.819,1.8813,82.259
"16704",18.561,991.29,66.887,2.6871,20.04,1056.7,550.04,111.2,10.475,4.5155,71.718
"16705",18.42,990.94,69.099,2.6202,19.607,1054.2,549.95,109.58,10.339,4.9968,73.586
"16706",18.776,991.03,65.371,2.6297,19.337,1052.8,549.91,108.19,10.337,5.0574,76.182
"16707",19.243,991.03,56.181,2.6888,19.46,1053.5,550.05,108.47,10.33,4.9357,80.09
"16708",20.032,990.52,52.779,2.9454,20.205,1056.1,550,109.73,10.497,3.8571,74.815
"16709",20.693,990.16,58.33,2.9254,20.032,1055.3,550.06,109.48,10.47,4.6327,78.201
"16710",19.429,989.48,68.156,2.8059,19.651,1054,550.07,109.2,10.296,5.0134,75.186
"16711",18.731,989.38,72.485,2.781,19.584,1053.5,549.97,108.91,10.334,5.2697,77.155
"16712",16.647,990.8,91.503,2.7891,19.676,1053.7,550.07,109.46,10.357,5.3021,72.639
"16713",15.421,991.07,95.619,2.7257,19.498,1053.8,550.01,109.75,10.284,5.463,73.669
"16714",15.074,991.28,90.43,2.6756,19.586,1054.8,549.97,110.67,10.328,5.2802,74.641
"16715",14.869,991.92,87.248,2.6709,19.61,1055.2,549.91,110.95,10.375,5.633,81.152
"16716",15.032,992.56,84.415,3.1909,23.757,1080.3,550.06,129.85,11.534,2.7507,84.121
"16717",15.719,992.83,79.781,3.3563,24.577,1085,550.15,133.13,11.886,2.1881,83.528
"16718",16.447,992.67,76.138,3.4147,24.758,1085.8,550.16,133.59,11.81,1.8543,83.631
"16719",17.605,991.96,70.322,4.4872,32.672,1099.7,531.41,155.54,13.781,1.0095,81.124
"16720",18.49,991.63,66.009,4.6003,33.248,1100.1,529.79,156.48,13.88,1.2879,84.383
"16721",18.831,992.13,65.505,4.1352,30.129,1099.1,539.73,149.95,13.233,1.0912,83.954
"16722",18.663,992.76,67.529,3.434,24.9,1086.7,549.86,133.73,11.858,2.2056,83.188
"16723",18.385,993.08,67.304,3.4472,24.86,1086.2,549.9,133.51,11.829,2.379,83.872
"16724",17.655,993.37,68.391,3.4258,24.988,1087,550.03,134.31,11.859,1.8942,80.816
"16725",16.509,993.72,75.156,3.3154,24.648,1085.3,550.07,133.48,11.784,2.168,78.09
"16726",15.552,994.42,77.306,3.2825,24.637,1085.9,550.24,134.17,11.885,2.0126,79.649
"16727",14.919,995.23,81.062,3.371,24.909,1087.2,549.92,135.41,11.91,1.6103,81.586
"16728",14.962,995.87,79.104,2.8097,20.509,1061.1,549.74,115.44,10.717,4.3835,77.56
"16729",15.475,997,77.129,2.6212,18.928,1051.8,549.99,108.52,10.326,5.1277,75.182
"16730",16.109,997.6,74.916,3.0686,22.833,1074.6,549.43,125.94,11.383,3.254,84.153
"16731",15.862,998.07,75.935,2.5681,18.917,1051.4,549.91,108.33,10.282,5.9,78.299
"16732",12.562,999.16,82.416,2.5007,18.928,1044.3,544.44,108.24,10.311,9.9161,99.292
"16733",10.373,999.79,83.719,2.5424,19.084,1044,543.53,109.38,10.355,9.1755,98.645
"16734",8.729,1000.8,89.497,2.5583,19.097,1032.5,535.68,107.45,10.352,14.163,115.36
"16735",7.3242,1001.2,96.881,2.5539,19.144,1043.4,542.48,110.31,10.377,8.8085,94.099
"16736",6.677,1001.7,99,2.5648,18.818,1052.2,549.37,109.76,10.343,6.9972,112.6
"16737",5.3328,1005.6,100.06,2.6277,18.978,1054.9,549.61,110.98,10.499,6.4262,110.96
"16738",5.5522,1006,100.17,2.8274,20.551,1065,549.91,118.4,10.881,4.6539,94.278
"16739",5.8512,1006.7,100.11,3.1151,23.631,1083.7,549.98,134.56,11.827,1.8947,84.225
"16740",6.9097,1007.6,95.476,3.0378,23.348,1062.8,538.63,128.78,11.563,33.913,94.379
"16741",7.2806,1007.9,94.615,2.8949,21.995,1072.9,549.98,125.11,11.282,3.4965,88.204
"16742",7.0928,1008.6,95.377,2.9336,22.2,1074.3,549.94,126.41,11.319,3.665,88.92
"16743",6.6745,1009.4,96.767,2.7518,20.468,1062.5,548.86,118.15,10.802,5.5559,97.76
"16744",6.4547,1010.3,97.665,2.8666,21.225,1066.7,548.74,120.96,11.035,5.7735,111.35
"16745",6.2746,1011.2,98.062,3.2057,23.987,1085.8,550.17,134.6,11.817,1.8877,89.495
"16746",6.1452,1012,97.939,3.1344,23.748,1084.4,549.9,134.65,11.796,2.1895,89.609
"16747",6.107,1012.8,97.594,3.1804,23.817,1084.8,550.1,133.75,11.851,2.8423,90.648
"16748",7.1817,1017.3,84.29,2.667,19.267,1057.1,550.02,110.86,10.471,6.2006,115.64
"16749",7.7017,1017.7,81.251,2.66,19.285,1057.5,549.99,111.05,10.46,6.0337,111.09
"16750",8.2311,1018,80.239,2.6598,19.333,1057.7,550.05,111.26,10.596,5.8718,107.36
"16751",8.8886,1018,77.345,2.6479,19.401,1057,549.72,111.77,10.462,6.643,102.75
"16752",9.2971,1018,72.667,2.6005,19.391,1049.6,545.29,110.84,10.361,8.6116,111.86
"16753",8.857,1018.3,75.993,2.6835,19.839,1046.9,541.61,112.37,10.605,10.934,116.68
"16754",7.9471,1019.1,87.899,3.0126,22.991,1075,547.73,128.73,11.493,5.4959,104.88
"16755",7.6343,1019.5,86.584,3.1407,24.164,1085.9,550.05,134.78,11.831,2.9287,90.001
"16756",7.1716,1019.8,85.545,3.0965,23.918,1084.6,549.96,133.85,11.894,2.6947,87.683
"16757",6.6821,1020.1,87.395,3.1258,24.016,1085.3,549.84,134.61,11.89,2.2232,86.773
"16758",5.8351,1020.4,89.263,3.1248,23.888,1084.8,549.97,134.66,11.827,2.8509,87.991
"16759",5.18,1020.6,91.641,3.0921,23.625,1083.4,549.93,133.52,11.756,2.3467,87.378
"16760",4.8911,1020.9,92.266,2.9245,22.005,1059.3,540.6,122.23,11.235,2.1826,119.41
"16761",4.2758,1020.2,92.93,2.7171,19.755,1059.2,549.47,113.53,10.594,6.3439,112.52
"16762",6.1255,1020.2,91.207,2.7017,20.043,1060.6,549.56,115.63,10.715,6.5636,101.51
"16763",7.7968,1020.2,87.527,4.376,34.165,1100,524.34,164.19,14.303,1.5305,69.439
"16764",8.8962,1019.4,81.846,4.2967,33.239,1099.9,526.99,162.36,14.054,1.956,73.253
"16765",10.119,1018.9,77.442,4.3684,33.743,1100,525.28,163.06,14.25,0.34596,68.234
"16766",11.056,1018.3,70.087,4.3095,33.343,1100.1,526.81,162.02,14.12,0.46489,69.745
"16767",11.493,1017.3,67.227,4.2923,33.201,1099.9,527.44,161.47,14.073,0.46852,70.727
"16768",11.711,1016.2,64.985,4.2208,32.64,1100,529.43,160.37,13.982,0.13983,70.99
"16769",11.517,1015.2,64.428,4.2505,32.977,1099.9,528.57,160.75,13.987,0.25652,71.674
"16770",11.39,1014.4,64.848,4.1769,32.37,1100,530.73,159.68,13.845,0.10645,72.976
"16771",11.194,1013.8,66.33,4.2121,32.762,1100,529.57,160.54,13.943,1.7141,75.33
"16772",10.947,1013.6,69.58,3.264,24.885,1087.2,548.83,136.39,11.993,2.5535,85.423
"16773",10.683,1013.4,72.287,3.2052,24.537,1086.8,549.96,135.45,11.873,2.8284,86.139
"16774",9.8051,1013,79.846,3.1709,24.29,1085.3,549.95,134.19,11.799,2.3961,84.92
"16775",10.397,1012.2,78.976,3.218,24.293,1085.4,550.01,133.91,11.914,2.342,85.452
"16776",10.878,1011.4,78.973,3.2227,24.234,1085,550.09,133.51,11.861,2.0471,84.966
"16777",11.28,1010.6,79.943,3.2284,24.127,1084.4,549.95,132.84,11.785,1.8243,84.07
"16778",11.532,1009.9,79.485,2.7747,20.408,1054.1,545.11,114.13,10.751,8.0549,107.31
"16779",11.683,1009.5,83.71,2.6611,19.05,1048.1,546.31,108.73,10.405,8.7993,105.16
"16780",11.797,1008.5,84.482,2.6308,19.011,1051.7,548.96,109.13,10.391,6.6984,97.071
"16781",11.911,1007.7,80.445,2.6294,18.948,1050.1,548.24,108.51,10.312,7.0292,99.745
"16782",11.913,1007.2,82.463,2.6172,19.011,1052.1,549.38,109.03,10.278,6.1564,94.234
"16783",12.299,1006.7,81.779,2.6582,18.869,1051.2,549.35,108.2,10.235,6.5198,96.24
"16784",12.671,1006.5,82.196,2.6661,19.104,1053.5,549.95,109.44,10.312,5.6283,84.284
"16785",12.893,1006.5,83.447,2.6768,19.192,1053.3,549.52,109.47,10.364,5.5775,85.172
"16786",13.454,1006.4,80.82,3.2601,23.863,1081.5,549.58,130.75,11.73,3.5879,87.106
"16787",14.166,1005.9,76.366,4.2823,31.981,1099.9,532.8,156.49,13.69,2.9247,81.104
"16788",14.723,1005.5,71.636,4.1886,30.941,1100.1,536.17,154.19,13.545,3.3055,84.046
"16789",15.29,1005.1,69.297,4.1811,30.946,1100,536.27,153.69,13.541,1.7957,80.683
"16790",16.058,1004.5,64.738,4.1026,30.055,1100,539.33,151.14,13.283,1.4434,82.348
"16791",17.169,1004,61.762,4.1162,29.958,1100,539.93,150.3,13.249,1.501,82.783
"16792",17.941,1003.8,66.277,4.1588,30.107,1100.1,539.43,150.34,13.339,1.1115,79.178
"16793",18.207,1003.6,64.984,3.487,25.042,1087.8,549.45,134,12.075,1.5431,80.377
"16794",17.857,1003.6,68.261,3.426,24.798,1086.7,549.96,133.29,11.926,1.429,78.768
"16795",17.327,1003.7,69.221,3.4254,25.034,1088.2,550.18,134.64,11.99,1.1492,80.694
"16796",17.164,1004,72.423,3.4121,25.067,1088.7,550.04,135.07,12.04,0.63017,79.158
"16797",16.647,1004.4,75.667,3.3647,25.001,1088.6,550.03,135.12,11.972,0.8313,79.388
"16798",16.413,1005,77.922,3.3171,25.001,1087.7,550.21,134.61,11.898,1.8692,80.551
"16799",15.374,1005.2,82.548,3.2803,24.652,1086.5,550.01,133.79,11.972,2.1021,79.041
"16800",15.102,1005.6,84.738,3.2614,24.598,1085.8,550.06,133.19,11.91,2.1832,79.268
"16801",16.015,1006.1,82.439,3.3405,24.876,1087.8,549.92,134.59,12.036,1.7858,80.28
"16802",15.1,1006.7,84.498,2.6606,19.909,1057.3,549.9,111.97,10.567,4.9012,79.119
"16803",14.655,1007.1,87.147,2.6124,19.588,1055.1,549.95,110.38,10.464,5.3759,75.468
"16804",14.664,1007.3,86.725,2.5863,19.437,1054.4,549.98,109.84,10.406,5.4461,77.688
"16805",14.515,1007.5,88.598,3.1366,23.868,1080.9,550.18,129.58,11.699,2.2531,78.07
"16806",14.475,1007.8,88.634,3.2565,24.848,1086.7,550,133.91,11.85,1.563,79.498
"16807",14.206,1008.4,90.798,3.2728,24.966,1087.6,549.98,134.81,11.928,1.8124,80.239
"16808",13.727,1009,93.553,3.2786,24.915,1087.8,549.8,135.01,11.959,2.3176,81.931
"16809",13.68,1009.9,94.993,3.2903,24.982,1088,549.91,135.08,11.988,2.3139,81.453
"16810",13.683,1010.7,96.514,3.2633,24.637,1086.3,549.92,133.81,11.905,2.4771,81.147
"16811",13.675,1011.1,97.172,3.2475,24.542,1085.7,550.01,133.44,11.911,2.6308,81.366
"16812",13.641,1011.5,97.043,4.1346,31.748,1100,534.03,156.05,13.641,1.6475,74.309
"16813",13.407,1011.9,97.426,4.1425,31.903,1099.9,533.3,156.57,13.713,1.2203,72.363
"16814",13.888,1011.8,96.775,3.2727,24.809,1086.9,549.72,134.21,11.921,2.131,80.063
"16815",14.461,1011.5,93.513,3.2395,24.507,1085.4,549.86,132.69,11.871,2.0506,80.05
"16816",15.086,1011,88.499,3.2572,24.695,1086.2,550.2,133,11.974,2.1124,79.456
"16817",15.847,1010.8,84.051,3.2693,24.674,1086.3,549.83,132.84,11.835,1.897,79.617
"16818",16.478,1010.9,78.799,3.2673,24.944,1087.5,549.73,133.68,12.006,2.0124,81.825
"16819",16.68,1011,77.056,3.2796,24.946,1087.6,550.1,133.82,11.906,1.8379,81.195
"16820",15.58,1011,81.864,3.2473,24.722,1086.4,549.91,133.49,11.84,2.035,80.045
"16821",14.379,1011.1,86.168,3.2481,24.954,1087.8,550.03,135.07,11.945,2.2562,81.457
"16822",13.856,1011.2,89.015,3.2217,24.647,1086.2,549.93,133.92,11.869,1.6397,78.254
"16823",13.125,1011,90.059,3.191,24.327,1084.5,549.93,133.02,11.857,0.58348,81.616
"16824",12.359,1010.8,92.764,3.1732,24.147,1083.6,549.9,132.46,11.834,1.1219,85.24
"16825",11.705,1010.5,94.712,3.1914,24.276,1084.4,550.06,133.25,11.827,1.9371,84.229
"16826",11.5,1010,94.676,3.2346,24.454,1085.3,549.83,133.97,11.876,2.554,83.171
"16827",11.669,1009.6,94.004,3.2095,24.337,1084.6,550.06,133.36,11.877,2.6427,83.535
"16828",12.01,1008.9,94.204,3.2131,24.336,1084.6,550.13,133.13,11.879,2.4576,81.972
"16829",12.491,1008.3,93.658,3.2211,24.391,1084.9,550.07,133.12,11.793,2.4755,81.424
"16830",13.147,1007.6,93.453,3.2508,24.466,1085.5,550.01,132.86,11.905,2.5462,81.795
"16831",13.318,1007.1,93.726,3.1198,23.467,1077.4,548.67,127.94,11.589,3.9957,86.37
"16832",13.369,1006.4,95.074,2.6122,19.229,1052.5,549.25,109.12,10.269,4.8661,76.841
"16833",13.585,1006.2,94.807,2.6414,19.375,1054.7,549.87,110.23,10.383,3.9838,71.978
"16834",14.03,1005.9,92.82,3.1185,23.285,1077.1,549.56,127.24,11.482,2.4018,80.771
"16835",14.555,1005.6,89.634,3.2919,24.565,1085.8,550.09,133.04,11.877,1.2784,79.569
"16836",15.563,1005,85.24,3.2849,24.729,1086.6,550.03,133.57,11.901,0.57373,79.987
"16837",15.243,1004.2,86.671,4.1335,31.64,1098.6,534.27,153.79,13.542,0.83486,77.17
"16838",15.079,1003.3,88.303,3.6946,28.05,1093.6,543.37,144.01,12.686,1.3805,78.558
"16839",15.699,1002.6,81.967,3.3292,25.119,1087.4,549.98,134.32,11.904,1.9001,81.355
"16840",16.597,1002.1,74.929,3.327,25.216,1087.9,550.01,134.39,12.038,1.4549,81.836
"16841",16.743,1001.5,74.426,3.2966,25.13,1087.3,550.18,134.06,12.001,2.0986,81.962
"16842",16.377,1001.1,78.026,3.3063,25.013,1086.9,550.32,133.98,12.003,1.7852,81.113
"16843",16.007,1000.4,78.861,3.3007,25.145,1087.2,549.99,134.32,11.912,1.4846,80.722
"16844",16.306,999.71,79.259,3.2562,24.961,1086.2,550.34,133.6,11.894,1.2088,78.029
"16845",15.725,999.22,81.508,3.3203,25.261,1088.2,550.05,135.31,11.977,1.3706,81.302
"16846",15.531,998.55,83.008,3.3551,25.269,1088.2,549.93,135.24,12.016,1.258,81.209
"16847",15.862,997.83,80.678,3.2988,24.963,1086.1,550.01,133.64,11.86,1.3098,80.069
"16848",16,996.83,80.312,3.2817,24.772,1084.9,550.18,132.79,11.772,1.4368,79.5
"16849",16.201,996.1,77.191,3.2727,24.862,1085.2,550.29,132.85,11.84,1.569,82.199
"16850",17.056,995.59,69.176,3.023,22.155,1069.8,549.93,120.53,11.093,3.4428,79.589
"16851",17.402,995.03,62.418,2.7386,19.878,1056.4,550.08,110.65,10.523,4.6513,77.071
"16852",16.251,994.76,74.536,2.6257,19.238,1051.5,550.03,107.6,10.295,5.3636,77.359
"16853",15.016,994.56,86.119,2.6933,19.541,1053.3,549.96,109.26,10.377,5.4777,74.737
"16854",14.202,993.73,92.621,2.6297,19.115,1051.6,550,108.33,10.266,5.9928,75.979
"16855",13.692,993.47,95.19,2.6508,19.199,1052.3,549.96,109.02,10.295,5.6351,74.717
"16856",13.31,993.67,97.349,2.6947,19.281,1053.1,550.06,109.78,10.339,5.3745,76.107
"16857",11.538,994.36,99.246,2.5847,19.074,1051.7,549.47,109.44,10.237,6.3348,80.191
"16858",11.58,994.42,96.29,3.0872,23.314,1077,549.45,128.74,11.516,2.3958,82.889
"16859",11.731,994.71,92.538,3.1617,24.083,1082.7,550.04,132.38,11.68,2.198,84.199
"16860",11.869,995.14,91.698,3.1972,24.311,1083.7,549.85,133.3,11.764,2.1229,86.018
"16861",11.642,995.18,91.109,3.9122,30.538,1097,536.68,153.37,13.306,1.9665,86.283
"16862",10.622,995.15,92.295,2.9283,23.043,1076.3,549.3,128.52,11.444,1.8085,80.264
"16863",10.146,994.92,91.302,3.3458,26.487,1083.5,542.17,139.19,12.297,1.5681,78.426
"16864",9.8986,994.94,89.159,3.9547,31.558,1099.9,534.1,158.55,13.621,0.42229,77.43
"16865",9.1698,995.19,91.626,3.9921,32.421,1099.9,531.18,161.14,13.847,0.81264,70.891
"16866",8.4438,995.93,97.057,3.607,27.818,1091.1,541.59,146.77,12.694,0.72617,79.416
"16867",8.8717,996.42,94.212,3.198,24.334,1084.2,550.06,134.85,11.704,2.2154,84.16
"16868",9.0692,997.45,92.787,3.2036,24.135,1083.8,549.79,134.55,11.741,2.706,86.564
"16869",8.7578,998.14,81.938,3.0662,23.771,1082.4,549.96,133.18,11.728,2.625,87.428
"16870",8.0163,998.61,81.285,3.0465,23.883,1083,549.89,134.13,11.749,2.335,86.37
"16871",7.6018,999.29,84.491,2.8648,22.231,1073.7,549.95,126.72,11.312,2.621,84.067
"16872",7.8533,999.85,82.794,3.0293,23.531,1081.3,550.1,132.46,11.699,1.856,84.288
"16873",7.7786,1000.5,83.47,2.5818,19.644,1047.7,543.46,112.24,10.575,9.1388,98.45
"16874",7.6076,1001.1,85.491,2.532,19.233,1041.1,540.85,109.55,10.43,11.323,106.18
"16875",7.6329,1001.6,85.753,2.5127,19.128,1042.1,541.77,109.32,10.427,10.463,110.26
"16876",7.805,1002.2,85.892,2.5629,19.157,1044.1,543.15,109.61,10.359,8.5328,102.6
"16877",7.9523,1002.9,84.84,2.5169,19.251,1041.1,540.76,109.43,10.367,9.5863,100.85
"16878",8.0109,1003.7,85.706,2.5019,19.27,1041.4,540.89,109.51,10.377,9.4458,99.283
"16879",8.0109,1004.4,84.873,2.4933,19.264,1042.8,541.72,109.84,10.397,8.5663,96.661
"16880",8.1153,1005.6,86.665,2.5601,19.281,1045,543.02,110.05,10.45,7.7237,96.242
"16881",8.6752,1006.4,81.922,2.5697,19.668,1052.3,546.11,112.96,10.61,4.9762,95.789
"16882",9.5771,1007.2,73.627,2.681,20.405,1063.1,549.94,117.42,10.782,3.7999,85.601
"16883",10.555,1007.6,66.819,3.0327,23.634,1082.1,550.04,131.55,11.737,2.1145,90.562
"16884",11.165,1008.3,64.313,2.9553,22.62,1076.4,550.04,126.99,11.402,3.1409,90.876
"16885",11.844,1008.5,57.703,2.7947,21.722,1070.8,550.04,122.61,11.186,3.1872,84.073
"16886",12.865,1008.5,54.445,2.7342,20.706,1064.5,549.99,117.47,10.838,3.3433,80.238
"16887",13.38,1008.5,59.436,2.8516,20.056,1060,549.95,114.2,10.65,4.0156,77.4
"16888",14.004,1008.8,62.685,2.9848,21.429,1068.2,549.97,120.27,11.09,3.1736,82.006
"16889",14.164,1009,66.242,2.9999,21.623,1069.4,549.9,121.12,11.17,3.2179,81.277
"16890",13.903,1009.3,69.251,3.1505,22.86,1077,549.98,126.86,11.443,3.0388,77.472
"16891",13.135,1009.8,72.667,2.8764,20.876,1065.4,549.96,118.36,10.83,3.3893,80.041
"16892",12.333,1010.3,78.156,2.951,21.863,1071.2,550.03,123.05,11.136,3.6573,84.556
"16893",11.967,1010.8,83.195,3.1165,22.971,1078,549.98,127.91,11.531,3.8036,86.903
"16894",11.284,1011.2,85.132,3.0667,22.734,1076.7,549.99,127.2,11.452,3.7062,81.869
"16895",11.139,1011.4,88.255,3.0381,22.328,1074.5,549.98,125.74,11.343,3.6886,82.019
"16896",10.226,1011.9,87.852,2.6962,20.134,1060.9,549.95,115.95,10.723,5.6436,83.318
"16897",9.1054,1012.3,87.122,3.0608,23.38,1077.9,548.74,130.07,11.618,3.6915,86.44
